index,family_1,trohpic level in our work,,,kingdom,phylum,order,family,genus,species,name,,level,diet,diet1,sealifebase_level,Paraphyletic group 0,Paraphyletic group 1,Functional group 0,Functional group 1,Functional group 2,Functional group 3,size 0,size 1,feedingtype 0,feedingtype 1,feedingtype 2,feedingtype 3,feedingtype 4,feedingtype 5,feedingtype 6,feedingtype 7,feedingtype 8,size 2,size 3,size 4,size 5,size 6,size 7,size 8,size 9,size 10,size 11,size 12,size 13,size 14,size 15,size 16,size 17,size 18,size 19,size 20
97,Lophiidae,5,2,0,Chromista,Foraminifera,Rotaliida,Globigerinidae,Globigerinoides,Globigerinoides ruber,Globigerinoides ruber,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Triceratiaceae,1,#N/A,#N/A,Chromista,Myzozoa,Gymnodiniales,,,,Gymnodiniales,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Scalibregmatidae,2,#N/A,#N/A,Chromista,Ochrophyta,Paraliales,Paraliaceae,Paralia,Paralia sulcata,Paralia sulcata,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Pleurosigmataceae,1,2,0,Chromista,Foraminifera,Rotaliida,Globigerinitidae,Globigerinita,Globigerinita glutinata,Globigerinita glutinata,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Gonyaulacaceae,1,2,0,Chromista,Foraminifera,Rotaliida,Globigerinidae,Turborotalita,Turborotalita quinqueloba,Turborotalita quinqueloba,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Cyprinidae,2,2,0,Protozoa,Euglenozoa,Eutreptiida,Eutreptiaceae,Eutreptiella,,Eutreptiella,裸藻,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Percidae,4,2,0,Animalia,Mollusca,Cardiida,Tellinidae,Fabulina,Fabulina fabula,Fabulina fabula,,2,suspension feeder (based on Veneroidei),,,,,benthos,,,,20,2.0 - 200 mm,deposit feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Paracalanidae,2,1,0,Chromista,Ochrophyta,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus danicus,Leptocylindrus danicus,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Nephropidae,4,4,0,Animalia,Mollusca,Myopsida,Loliginidae,Loligo,Loligo forbesii,Loligo forbesii,乌贼，稚仔和幼年期阶段捕食端足类、糠虾等小型甲壳类。至成体阶段主要捕食蓝圆碜、沙丁鱼、磷虾、鹰爪虾和毛虾等，也兼捕食海鳗、狗母鱼、虾蛄、梭子蟹等,4,carnivore (based on Cephalopoda),,,,,nekton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Naviculaceae,1,1,0,Chromista,Myzozoa,Gonyaulacales,Ceratiaceae,Tripos,Tripos fusus,Tripos fusus,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Eutreptiaceae,2,#N/A,#N/A,Animalia,Chordata,,,,,Chordata,脊索动物,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Paguridae,3,1,0,Chromista,Cryptophyta,Pyrenomonadales,Geminigeraceae,Teleaulax,,Teleaulax,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Chrysochromulinaceae,1,3,0,Animalia,Chordata,Callionymiformes,Callionymidae,Callionymus,Callionymus maculatus,Callionymus maculatus,一些虾虎鱼种类与掘穴的虾类共生,3,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Nostocaceae,1,1,0,Chromista,Ochrophyta,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia delicatissima,Pseudo-nitzschia delicatissima,,1,photoautotroph,,,Algae,,plankton > phytoplankton,,,,40,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Dictyochaceae,1,2,0,Protozoa,,Ebriales,Ebriaceae,Ebria,Ebria tripartita,Ebria tripartita,鞭毛虫科,2,,,,,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Rhodomelaceae,1,#N/A,#N/A,Animalia,Echinodermata,,,,,Echinodermata,棘皮动物,3,,,,,,benthos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Pedinellaceae,1,1,0,Chromista,Ochrophyta,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus minimus,Leptocylindrus minimus,,1,photoautotroph,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Trichobranchidae,2,2,0,Animalia,Annelida,Terebellida,Terebellidae,Lanice,Lanice conchilega,Lanice conchilega,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,benthos > megabenthos,,,20.1,25,,,,,,,,,,30,2.5,100,51,11,21,81,10,20,50,80,>200 mm,2.0 - 200 mm,,,,,,
115,Goniadidae,2,4,0,Animalia,Chordata,Pleuronectiformes,Soleidae,Microchirus,Microchirus variegatus,Microchirus variegatus,鲽形目，捕食小鱼虾,4,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Sebastidae,4,2,0,Animalia,Annelida,Terebellida,Trichobranchidae,Terebellides,Terebellides stroemii,Terebellides stroemii,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Crangonidae,3,2,0,Animalia,Annelida,Phyllodocida,Pholoidae,Pholoe,Pholoe inornata,Pholoe inornata,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,8,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
118,Sabellidae,2,#N/A,#N/A,Chromista,Cryptophyta,,,,,Cryptophyta,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Zoarcidae,4,1,0,Chromista,Ochrophyta,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,Ditylum brightwellii,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Cibicididae,2,2,0,Chromista,Foraminifera,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina incompta,Neogloboquadrina incompta,,2,omnivore (based on Foraminifera),,,,,plankton > zooplankton,,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Balanidae,2,#N/A,#N/A,Animalia,Arthropoda,Decapoda,,,,Decapoda,十足目,3,carnivore,,,,,benthos,plankton > zooplankton,,,2.0 - 200 mm,,": epizoic,",,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Hauerinidae,2,1,0,Chromista,Ochrophyta,Thalassiosirales,Skeletonemaceae,Skeletonema,,Skeletonema,,1,photoautotroph (based on Centrales),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Ebriaceae,2,2,0,Animalia,Annelida,Haplotaxida,Naididae,Tubificoides,Tubificoides benedii,Tubificoides benedii,蚯蚓，主要以腐烂叶子为食,2,,,,,,benthos > macrobenthos,,,,15,55,,,,,,,,,,2.0 - 200 mm,35,,,,,,,,,,,,,,,,,
124,Cassidulinidae,2,1,0,Chromista,Ochrophyta,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia fragilissima,Rhizosolenia fragilissima,,1,photoautotroph (based on Centrales),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Phaeocystaceae,1,2,0,Animalia,Annelida,Phyllodocida,Phyllodocidae,Eteone,Eteone longa,Eteone longa,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Thyasiridae,2,1,0,Chromista,Ochrophyta,Hemiaulales,Hemiaulaceae,Cerataulina,Cerataulina bergonii,Cerataulina bergonii,,1,photoautotroph (based on Centrales),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Hesionidae,2,#N/A,#N/A,Animalia,Cnidaria,,,,,Cnidaria,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Urothoidae,2,1,0,Chromista,Myzozoa,Prorocentrales,Prorocentraceae,Prorocentrum,,Prorocentrum,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Oedicerotidae,2,1,0,Chromista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,,Phaeocystis,,1,photoautotroph (based on Haptophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Fucaceae,1,5,0,Animalia,Chordata,Squaliformes,Squalidae,Squalus,Squalus acanthias,Squalus acanthias,角鲨目,5,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Syngnathidae,2,#N/A,#N/A,Plantae,,,,,,Plantae,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Alcidae,5,2,0,Animalia,Echinodermata,Amphilepidida,Amphiuridae,Amphiura,Amphiura filiformis,Amphiura filiformis,,2,detritivore, suspension feeder (based on Amphiuridae),,,,benthos > macrobenthos,,,,10,100,,,,,,,,,,1,5,2.0 - 200 mm,,,,,,,,,,,,,,,,
133,Squalidae,5,1,0,Chromista,Ochrophyta,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros danicus,Chaetoceros danicus,,1,,,,Algae,,plankton > phytoplankton,,,,7,8,,,,,,,,,,20,22,,,,,,,,,,,,,,,,,
134,Flabelligeridae,2,2,0,Animalia,Annelida,Phyllodocida,Nephtyidae,Nephtys,Nephtys cirrosa,Nephtys cirrosa,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Merismopediaceae,1,2,0,Animalia,Arthropoda,Cumacea,Diastylidae,Diastylis,Diastylis rathkei,Diastylis rathkei,,2,omnivore (based on Malacostraca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Buccinidae,3,1,0,Chromista,Ochrophyta,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,Cylindrotheca closterium,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Licmophoraceae,1,2,0,Animalia,Annelida,Phyllodocida,Pholoidae,Pholoe,Pholoe baltica,Pholoe baltica,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Opheliidae,2,#N/A,#N/A,Protozoa,Euglenozoa,,,,,Euglenozoa,裸藻,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Loveniidae,2,2,0,Animalia,Arthropoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) bifilosa,Acartia (Acanthacartia) bifilosa,,2,grazer (based on Cerithioidea),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Golfingiidae,2,2,0,Animalia,Annelida,,Capitellidae,Capitella,Capitella capitata,Capitella capitata,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Asteriidae,3,2,0,Animalia,Mollusca,Venerida,Arcticidae,Arctica,Arctica islandica,Arctica islandica,,2,suspension feeder (based on Veneroidei),,,,,benthos,,,,10.1,12,,,,,,,,,,15,2.0 - 200 mm,,,,,,,,,,,,,,,,,
142,Labridae,4,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium bipes,Protoperidinium bipes,,1,,,,Algae,,plankton > microplankton,plankton > phytoplankton,plankton > zooplankton,,15,20,,,,,,,,,,35,<0.2 mm,,,,,,,,,,,,,,,,,
143,Cladophoraceae,1,1,0,Chromista,Ochrophyta,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia flaccida,Rhizosolenia flaccida,,1,photoautotroph (based on Centrales),,,Algae,,plankton > phytoplankton,plankton > phytoplankton,,,25,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Arcticidae,2,2,0,Animalia,Annelida,,Oweniidae,Galathowenia,Galathowenia oculata,Galathowenia oculata,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,21,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Ostreopsidaceae,1,4,0,Animalia,Chordata,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,鲽形目，捕食小鱼虾,4,carnivore,,,Pisces,,,,,,80,100,": ectoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",: parasitic<\/small>,: endoparasitic<\/small>,: endoparasitic<\/small>,": endoparasitic,",50,70,,,,,,,,,,,,,,,,,
146,Sigalionidae,2,2,0,Animalia,Annelida,,Scalibregmatidae,Scalibregma,Scalibregma inflatum,Scalibregma inflatum,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Aoridae,2,#N/A,#N/A,Chromista,Myzozoa,Gymnodiniales,Gymnodiniales incertae sedis,Lebouridinium,Lebouridinium glaucum,Lebouridinium glaucum,,1,suspension feeder (based on Cardiidae),,,Algae,,plankton > microplankton,,,,16,36,,,,,,,,,,<0.2 mm,,,,,,,,,,,,,,,,,,
148,Sertulariidae,3,2,0,Animalia,Annelida,Spionida,Spionidae,Marenzelleria,,Marenzelleria,,2,detritivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Amphidiniaceae,1,1,0,Chromista,Myzozoa,Gonyaulacales,Ceratiaceae,Tripos,Tripos muelleri,Tripos muelleri,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Sparidae,4,#N/A,#N/A,Bacteria,,,,,,Bacteria,细菌,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Electridae,2,4,0,Animalia,Chordata,Rajiformes,Rajidae,Raja,Raja clavata,Raja clavata,鳐目，以浮游生物和甲壳类为食物,4,carnivore (based on Rajiformes),,,Pisces,,,,,,100,105,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",: endoparasitic<\/small>,85,139,,,,,,,,,,,,,,,,,
152,Ulvaceae,1,5,0,Animalia,Chordata,Scombriformes,Scombridae,Katsuwonus,Katsuwonus pelamis,Katsuwonus pelamis,鲭形目，以鱼类、头足类等为食,5,carnivore,,,Pisces,,,,,,110,80,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": ectoparasitic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",,,,,,,,,,,,,,,,,,,
153,Dinobryaceae,1,1,0,Chromista,Ochrophyta,Licmophorales,Licmophoraceae,Licmophora,,Licmophora,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Nassariidae,3,1,0,Chromista,Myzozoa,Peridiniales,Peridiniaceae,Kryptoperidinium,Kryptoperidinium triquetrum,Kryptoperidinium triquetrum,,1,deposit feeder (based on Dentaliida),,,Algae,,plankton > microplankton,plankton > nanoplankton,mixoplankton > Constitutive Mixoplankton,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Synchaetidae,2,2,0,Animalia,Phoronida,,Phoronidae,Phoronis,,Phoronis,帚虫动物门，为滤食性,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Eunicidae,2,1,0,Chromista,Ochrophyta,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,Rhizosolenia setigera,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Cancridae,4,1,0,Chromista,Ochrophyta,Naviculales,Pleurosigmataceae,,,Pleurosigmataceae,,1,photoautotroph,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Hemidiscaceae,1,#N/A,#N/A,Animalia,Chordata,Procellariiformes,Procellariidae,Calonectris,Calonectris borealis,Calonectris borealis,所有鹱形目的鸟以鱼、墨鱼、海蛰或其它海生动物为生,4,carnivore (based on Coelurosauria),,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Ceramiaceae,1,4,0,Animalia,Chordata,Perciformes,Triglidae,Chelidonichthys,Chelidonichthys lucerna,Chelidonichthys lucerna,鲈形目,4,carnivore (based on Scorpaeniformes),,,Pisces,,,,,,60,75,": ectoparasitic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": ectoparasitic,",": endoparasitic,",": ectoparasitic,",30,,,,,,,,,,,,,,,,,,
160,Bosminidae,2,1,0,Chromista,Ochrophyta,Pedinellales,Pedinellaceae,Pseudopedinella,,Pseudopedinella,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Idoteidae,2,5,0,Animalia,Chordata,Charadriiformes,Laridae,Larus,Larus argentatus,Larus argentatus,海鸟，以鱼、昆虫和底栖动物为食,5,carnivore (based on Coelurosauria),,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Caproidae,3,3,0,Animalia,Echinodermata,Forcipulatida,Asteriidae,Asterias,Asterias rubens,Asterias rubens,海星,3,carnivore (based on Forcipulatida),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Metridinidae,2,2,0,Animalia,Arthropoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) longiremis,Acartia (Acartiura) longiremis,水蚤,2,,,,,,plankton > zooplankton,plankton > mesoplankton,,,0.659,0.98,,,,,,,,,,1,1.25,9,1.175,0.2 - 2.0 mm,0.65,0.8,0.9,1.05,1.1,1.17,1.4,,,,,,,
164,Cladopyxidaceae,1,4,0,Animalia,Chordata,Perciformes,Percidae,Perca,Perca fluviatilis,Perca fluviatilis,鲈形目,4,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Chaetiliidae,2,2,0,Animalia,Echinodermata,Spatangoida,Loveniidae,Echinocardium,Echinocardium cordatum,Echinocardium cordatum,,2,deposit feeder, detritivore (based on Spatangoida),,,,benthos > endobenthos,,,,55,70,deposit feeder,": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",,90,49,5.1,6,9,10,0.2 - 2.0 mm,2.0 - 200 mm,,,,,,,,,,,
166,Ommastrephidae,4,2,0,Animalia,Arthropoda,Calanoida,Temoridae,Eurytemora,Eurytemora affinis,Eurytemora affinis,水蚤,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Corallinaceae,1,2,0,Animalia,Annelida,,Capitellidae,Mediomastus,Mediomastus fragilis,Mediomastus fragilis,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,100,2.5,,,,,,,,,,11,21,51,81,10,20,50,80,2.0 - 200 mm,,,,,,,,,,
168,Fibulariidae,2,1,0,Chromista,Ochrophyta,Rhizosoleniales,Rhizosoleniaceae,Proboscia,Proboscia alata,Proboscia alata,,1,photoautotroph (based on Centrales),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Tateidae,2,2,0,Animalia,Arthropoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) clausi,Acartia (Acartiura) clausi,,2,omnivore (based on Malacostraca),,,,,plankton > zooplankton,plankton > mesoplankton,,,0.81,1,,,,,,,,,,1.31,1.47,0.2 - 2.0 mm,0.25,0.33,0.34,0.38,0.42,0.43,0.47,0.48,0.5,0.51,0.52,0.53,0.54,0.56,0.58,0.59
170,Naticidae,3,2,0,Animalia,Annelida,Phyllodocida,Goniadidae,Goniada,Goniada maculata,Goniada maculata,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,5,5.1,,,,,,,,,,10,100,51,21,81,50,80,,,,,,,,,,,,
171,Xyalidae,2,4,1,Animalia,Arthropoda,Decapoda,Cancridae,Cancer,Cancer pagurus,Cancer pagurus,十足目,3,carnivore (based on Decapoda),,3.5,,,benthos > macrobenthos,benthos > megabenthos,,,60,160,: parasitic<\/small>,": endoparasitic,",": endoparasitic,",: parasitic<\/small>,": endoparasitic,",: parasitic<\/small>,": parasitic,",": parasitic,",,92,150,250,2.0 - 200 mm,>200 mm,,,,,,,,,,,,,,
172,Caprellidae,2,2,0,Animalia,Annelida,Phyllodocida,Glyceridae,Glycera,Glycera lapidum,Glycera lapidum,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,5,5.1,,,,,,,,,,10,2.5,,,,,,,,,,,,,,,,,
173,Littorinidae,2,2,0,Animalia,Mollusca,Venerida,Mactridae,Spisula,Spisula subtruncata,Spisula subtruncata,,2,suspension feeder (based on Spisula),,,,,benthos,,,,3,5,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",2.0 - 200 mm,,,,,,,,,,,,,,,,,,
174,Oncaeidae,2,1,0,Chromista,Myzozoa,Gonyaulacales,Ceratiaceae,Tripos,Tripos furca,Tripos furca,,1,,,,Algae,,plankton > microplankton,mixoplankton > Constitutive Mixoplankton,,,180,310,,,,,,,,,,<0.2 mm,,,,,,,,,,,,,,,,,,
175,Oocystaceae,1,4,0,Animalia,Chordata,Perciformes,Ammodytidae,Hyperoplus,Hyperoplus lanceolatus,Hyperoplus lanceolatus,鲈形目,4,carnivore,,,Pisces,,,,,,32,40,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",: parasitic<\/small>,": endoparasitic,",": endoparasitic,",": endoparasitic,",20,,,,,,,,,,,,,,,,,,
176,Striatellaceae,1,2,0,Chromista,Foraminifera,Rotaliida,Globigerinidae,Orbulina,Orbulina universa,Orbulina universa,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Rhaphoneidaceae,1,3,-1,Animalia,Chordata,Acanthuriformes,Caproidae,Capros,Capros aper,Capros aper,刺尾鲷目,4,carnivore,,,Pisces,,,,,,30,13,": endoparasitic,",: endoparasitic<\/small>,": endoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",,,,,,,,,,,,,,,,,,,
178,Halocyprididae,2,2,0,Animalia,Echinodermata,Ophiurida,Ophiuridae,Ophiura,Ophiura ophiura,Ophiura ophiura,,2,detritivore, suspension feeder (based on Ophiuroidea),,,,benthos > macrobenthos,,,,35,120,": ectoparasitic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",,,,,,3.5,5,2.0 - 200 mm,,,,,,,,,,,,,,,,
179,Noelaerhabdaceae,1,4,0,Animalia,Chordata,Perciformes,Ammodytidae,,,Ammodytidae,鲈形目,4,carnivore,,,Pisces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Melosiraceae,1,2,0,Animalia,Arthropoda,Isopoda,Chaetiliidae,Saduria,Saduria entomon,Saduria entomon,,2,omnivore (based on Malacostraca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Phoxocephalidae,2,4,0,Animalia,Chordata,Gadiformes,Gadidae,Gadiculus,Gadiculus argenteus,Gadiculus argenteus,,4,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Carcinidae,4,2,0,Animalia,Annelida,Phyllodocida,Polynoidae,Bylgides,Bylgides sarsi,Bylgides sarsi,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,50,21,": ectoparasitic,",,,,,,,,,51,80,2.0 - 200 mm,,,,,,,,,,,,,,,,
183,Halicryptidae,2,2,0,Chromista,Foraminifera,Rotaliida,Globorotaliidae,Globoconella,Globoconella inflata,Globoconella inflata,,2,omnivore (based on Foraminifera),,,,,mixoplankton > endosymbiotic Specialist Non-Constitutive Mixoplankton,,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Balaenopteridae,5,2,0,Animalia,Echinodermata,Clypeasteroida,Fibulariidae,Echinocyamus,Echinocyamus pusillus,Echinocyamus pusillus,,2,detritivore (based on Clypeasteroida),,,,,benthos > macrobenthos,plankton > zooplankton,,,12,6,,,,,,,,,,11,15,1.5,5,0.2 - 2.0 mm,2.0 - 200 mm,,,,,,,,,,,,,
185,Lauderiaceae,1,2,0,Animalia,Arthropoda,Anomopoda,Bosminidae,Bosmina,Bosmina (Eubosmina) coregoni,Bosmina (Eubosmina) coregoni,,2,suspension feeder, detritivore (based on Branchiopoda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Trochidae,2,1,0,Chromista,Ochrophyta,Fragilariales,Fragilariaceae,Asterionella,Asterionella glacialis,Asterionella glacialis,,1,photoautotroph,,,Algae,,plankton > phytoplankton,plankton > phytoplankton,,,30,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Uvigerinidae,2,2,0,Animalia,Annelida,,Oweniidae,Owenia,Owenia fusiformis,Owenia fusiformis,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Brachidiniaceae,1,2,0,Animalia,Mollusca,Littorinimorpha,Tateidae,Potamopyrgus,Potamopyrgus antipodarum,Potamopyrgus antipodarum,螺,2,,,,,,benthos,,,,5,2,grazer,detritus feeder,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",3,6,,,,,,,,,,,,,,,,,
189,Thraciidae,2,2,0,Animalia,Annelida,Spionida,Spionidae,Aonides,Aonides paucibranchiata,Aonides paucibranchiata,,2,detritivore,,,,,benthos > macrobenthos,,,,5,5.1,,,,,,,,,,10,80,51,21,81,50,100,2.0 - 200 mm,,,,,,,,,,,
190,Sabellariidae,2,3,0,Animalia,Arthropoda,Decapoda,Polybiidae,Liocarcinus,Liocarcinus holsatus,Liocarcinus holsatus,十足目,3,carnivore (based on Decapoda),,3.14,,,benthos,plankton > zooplankton,benthos > macrobenthos,,17.5,37,": parasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": parasitic,",": parasitic,",": parasitic,",,,3.7,2.0 - 200 mm,,,,,,,,,,,,,,,,,
191,Biddulphiaceae,1,2,0,Animalia,Arthropoda,Calanoida,Centropagidae,Limnocalanus,Limnocalanus macrurus,Limnocalanus macrurus,水蚤,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Dorvilleidae,2,2,0,Animalia,Phoronida,,Phoronidae,Phoronis,Phoronis muelleri,Phoronis muelleri,帚虫动物门，为滤食性,2,,,,,,benthos > macrobenthos,,,,5,12,,,,,,,,,,0.2,1,2,2.0 - 200 mm,,,,,,,,,,,,,,,
193,Styelidae,2,2,0,Animalia,Annelida,Terebellida,Terebellidae,Polycirrus,,Polycirrus,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
